Site_ID,Market,Density,FY,Cost_Line_Description,Amount_USD,Traffic_TB_annual
SITE-10309,South MS,Suburban,2025,Field workforce (contract),15335.05,77.52
SITE-10309,South MS,Suburban,2025,OEM RAN maint.,11809.8,77.52
SITE-10309,South MS,Suburban,2025,Power & gen fuel,5103.21,77.52
SITE-10309,South MS,Suburban,2025,Small cell attach fees,4525.06,77.52
SITE-10309,South MS,Suburban,2025,NOC / dispatch (allocated),5649.59,77.52
SITE-10309,South MS,Suburban,2025,Spares & logistics,4571.88,77.52
SITE-10310,TN Border,Rural,2025,Tower / Collocation,26748.46,70.02
SITE-10310,TN Border,Rural,2025,MW transport — 3rd party,16903.18,70.02
SITE-10310,TN Border,Rural,2025,Fiber backhaul circuit,13221.44,70.02
SITE-10310,TN Border,Rural,2025,Field workforce (contract),20094.45,70.02
SITE-10310,TN Border,Rural,2025,OEM RAN maint.,13415.84,70.02
SITE-10310,TN Border,Rural,2025,Power & gen fuel,6126.34,70.02
SITE-10310,TN Border,Rural,2025,Small cell attach fees,5003.59,70.02
SITE-10310,TN Border,Rural,2025,NOC / dispatch (allocated),7079.66,70.02
SITE-10310,TN Border,Rural,2025,Spares & logistics,5413.77,70.02
SITE-10311,Rural West,Suburban,2025,Tower / Collocation,19515.49,72.84
SITE-10311,Rural West,Suburban,2025,MW transport — 3rd party,15006.26,72.84
SITE-10311,Rural West,Suburban,2025,Fiber backhaul circuit,10961.29,72.84
SITE-10311,Rural West,Suburban,2025,Field workforce (contract),15059.36,72.84
SITE-10311,Rural West,Suburban,2025,OEM RAN maint.,11830.65,72.84
SITE-10311,Rural West,Suburban,2025,Power & gen fuel,5438.75,72.84
SITE-10311,Rural West,Suburban,2025,Small cell attach fees,4454.48,72.84
SITE-10311,Rural West,Suburban,2025,NOC / dispatch (allocated),5845.71,72.84
SITE-10311,Rural West,Suburban,2025,Spares & logistics,4239.27,72.84
SITE-10312,South MS,Rural,2025,Tower / Collocation,24681.05,109.11
SITE-10312,South MS,Rural,2025,MW transport — 3rd party,18296.39,109.11
SITE-10312,South MS,Rural,2025,Fiber backhaul circuit,11850.67,109.11
SITE-10312,South MS,Rural,2025,Field workforce (contract),19766.78,109.11
SITE-10312,South MS,Rural,2025,OEM RAN maint.,14945.51,109.11
SITE-10312,South MS,Rural,2025,Power & gen fuel,6545.32,109.11
SITE-10312,South MS,Rural,2025,Small cell attach fees,5465.47,109.11
SITE-10312,South MS,Rural,2025,NOC / dispatch (allocated),7730.6,109.11
SITE-10312,South MS,Rural,2025,Spares & logistics,5099.17,109.11
SITE-10313,South MS,Suburban,2025,Tower / Collocation,20948.05,19.31
SITE-10313,South MS,Suburban,2025,MW transport — 3rd party,13749.49,19.31
SITE-10313,South MS,Suburban,2025,Fiber backhaul circuit,11201.77,19.31
SITE-10313,South MS,Suburban,2025,Field workforce (contract),14085.8,19.31
SITE-10313,South MS,Suburban,2025,OEM RAN maint.,10771.82,19.31
SITE-10313,South MS,Suburban,2025,Power & gen fuel,4893.12,19.31
SITE-10313,South MS,Suburban,2025,Small cell attach fees,4045.29,19.31
SITE-10313,South MS,Suburban,2025,NOC / dispatch (allocated),5688.94,19.31
SITE-10313,South MS,Suburban,2025,Spares & logistics,4356.11,19.31
SITE-10314,AL Panhandle,Suburban,2025,Tower / Collocation,21287.67,85.45
SITE-10314,AL Panhandle,Suburban,2025,MW transport — 3rd party,14842.26,85.45
SITE-10314,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10246.65,85.45
SITE-10314,AL Panhandle,Suburban,2025,Field workforce (contract),14467.04,85.45
SITE-10314,AL Panhandle,Suburban,2025,OEM RAN maint.,11096.06,85.45
SITE-10314,AL Panhandle,Suburban,2025,Power & gen fuel,5478.85,85.45
SITE-10314,AL Panhandle,Suburban,2025,Small cell attach fees,4332.83,85.45
SITE-10314,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5738.19,85.45
SITE-10314,AL Panhandle,Suburban,2025,Spares & logistics,4216.62,85.45
SITE-10315,TN Border,Rural,2025,Tower / Collocation,25625.49,92.62
SITE-10315,TN Border,Rural,2025,MW transport — 3rd party,18517.34,92.62
SITE-10315,TN Border,Rural,2025,Fiber backhaul circuit,13039.71,92.62
SITE-10315,TN Border,Rural,2025,Field workforce (contract),21807.9,92.62
SITE-10315,TN Border,Rural,2025,OEM RAN maint.,13156.06,92.62
SITE-10315,TN Border,Rural,2025,Power & gen fuel,5790.8,92.62
SITE-10315,TN Border,Rural,2025,Small cell attach fees,5533.28,92.62
SITE-10315,TN Border,Rural,2025,NOC / dispatch (allocated),7324.04,92.62
SITE-10315,TN Border,Rural,2025,Spares & logistics,5080.52,92.62
SITE-10316,South MS,Suburban,2025,Tower / Collocation,19994.47,79.53
SITE-10316,South MS,Suburban,2025,MW transport — 3rd party,15095.63,79.53
SITE-10316,South MS,Suburban,2025,Fiber backhaul circuit,10529.6,79.53
SITE-10316,South MS,Suburban,2025,Field workforce (contract),14753.05,79.53
SITE-10316,South MS,Suburban,2025,OEM RAN maint.,10565.3,79.53
SITE-10316,South MS,Suburban,2025,Power & gen fuel,5357.72,79.53
SITE-10316,South MS,Suburban,2025,Small cell attach fees,4029.99,79.53
SITE-10316,South MS,Suburban,2025,NOC / dispatch (allocated),5523.32,79.53
SITE-10316,South MS,Suburban,2025,Spares & logistics,4424.0,79.53
SITE-10317,North MS,Suburban,2025,Tower / Collocation,20096.41,41.87
SITE-10317,North MS,Suburban,2025,MW transport — 3rd party,15221.46,41.87
SITE-10317,North MS,Suburban,2025,Fiber backhaul circuit,10132.42,41.87
SITE-10317,North MS,Suburban,2025,Field workforce (contract),14590.55,41.87
SITE-10317,North MS,Suburban,2025,OEM RAN maint.,11075.34,41.87
SITE-10317,North MS,Suburban,2025,Power & gen fuel,4857.77,41.87
SITE-10317,North MS,Suburban,2025,Small cell attach fees,4126.01,41.87
SITE-10317,North MS,Suburban,2025,NOC / dispatch (allocated),5552.96,41.87
SITE-10317,North MS,Suburban,2025,Spares & logistics,4017.8,41.87
SITE-10318,TN Border,Suburban,2025,Tower / Collocation,19981.16,12.98
SITE-10318,TN Border,Suburban,2025,MW transport — 3rd party,15334.69,12.98
SITE-10318,TN Border,Suburban,2025,Fiber backhaul circuit,11125.48,12.98
SITE-10318,TN Border,Suburban,2025,Field workforce (contract),15739.3,12.98
SITE-10318,TN Border,Suburban,2025,OEM RAN maint.,10949.63,12.98
SITE-10318,TN Border,Suburban,2025,Power & gen fuel,5034.57,12.98
SITE-10318,TN Border,Suburban,2025,Small cell attach fees,4053.63,12.98
SITE-10318,TN Border,Suburban,2025,NOC / dispatch (allocated),5596.42,12.98
SITE-10318,TN Border,Suburban,2025,Spares & logistics,4168.4,12.98
SITE-10319,Rural West,Suburban,2025,Tower / Collocation,21315.38,39.31
SITE-10319,Rural West,Suburban,2025,MW transport — 3rd party,13925.0,39.31
SITE-10319,Rural West,Suburban,2025,Fiber backhaul circuit,10213.72,39.31
SITE-10319,Rural West,Suburban,2025,Field workforce (contract),16011.57,39.31
SITE-10319,Rural West,Suburban,2025,OEM RAN maint.,12115.5,39.31
SITE-10319,Rural West,Suburban,2025,Power & gen fuel,4954.78,39.31
SITE-10319,Rural West,Suburban,2025,Small cell attach fees,4298.63,39.31
SITE-10319,Rural West,Suburban,2025,NOC / dispatch (allocated),5738.81,39.31
SITE-10319,Rural West,Suburban,2025,Spares & logistics,3946.27,39.31
SITE-10320,North MS,Rural,2025,Tower / Collocation,25326.6,63.05
SITE-10320,North MS,Rural,2025,MW transport — 3rd party,16561.86,63.05
SITE-10320,North MS,Rural,2025,Fiber backhaul circuit,11866.41,63.05
SITE-10320,North MS,Rural,2025,Field workforce (contract),20802.52,63.05
SITE-10320,North MS,Rural,2025,OEM RAN maint.,14844.97,63.05
SITE-10320,North MS,Rural,2025,Power & gen fuel,6293.85,63.05
SITE-10320,North MS,Rural,2025,Small cell attach fees,5052.28,63.05
SITE-10320,North MS,Rural,2025,NOC / dispatch (allocated),6678.09,63.05
SITE-10320,North MS,Rural,2025,Spares & logistics,5232.63,63.05
SITE-10321,North MS,Urban,2025,Tower / Collocation,21788.3,55.2
SITE-10321,North MS,Urban,2025,MW transport — 3rd party,14218.25,55.2
SITE-10321,North MS,Urban,2025,Fiber backhaul circuit,10135.91,55.2
SITE-10321,North MS,Urban,2025,Field workforce (contract),14192.0,55.2
SITE-10321,North MS,Urban,2025,OEM RAN maint.,10555.37,55.2
SITE-10321,North MS,Urban,2025,Power & gen fuel,5042.9,55.2
SITE-10321,North MS,Urban,2025,Small cell attach fees,4510.67,55.2
SITE-10321,North MS,Urban,2025,NOC / dispatch (allocated),5706.35,55.2
SITE-10321,North MS,Urban,2025,Spares & logistics,4300.36,55.2
SITE-10322,AL Panhandle,Suburban,2025,Tower / Collocation,20378.6,21.32
SITE-10322,AL Panhandle,Suburban,2025,MW transport — 3rd party,14785.98,21.32
SITE-10322,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10369.85,21.32
SITE-10322,AL Panhandle,Suburban,2025,Field workforce (contract),15873.31,21.32
SITE-10322,AL Panhandle,Suburban,2025,OEM RAN maint.,12095.91,21.32
SITE-10322,AL Panhandle,Suburban,2025,Power & gen fuel,5310.83,21.32
SITE-10322,AL Panhandle,Suburban,2025,Small cell attach fees,4584.73,21.32
SITE-10322,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6192.15,21.32
SITE-10322,AL Panhandle,Suburban,2025,Spares & logistics,4489.48,21.32
SITE-10323,North MS,Rural,2025,Tower / Collocation,26604.72,100.15
SITE-10323,North MS,Rural,2025,MW transport — 3rd party,18655.54,100.15
SITE-10323,North MS,Rural,2025,Fiber backhaul circuit,12639.26,100.15
SITE-10323,North MS,Rural,2025,Field workforce (contract),21792.75,100.15
SITE-10323,North MS,Rural,2025,OEM RAN maint.,13876.29,100.15
SITE-10323,North MS,Rural,2025,Power & gen fuel,6527.11,100.15
SITE-10323,North MS,Rural,2025,Small cell attach fees,5093.44,100.15
SITE-10323,North MS,Rural,2025,NOC / dispatch (allocated),7578.84,100.15
SITE-10323,North MS,Rural,2025,Spares & logistics,5396.67,100.15
SITE-10324,TN Border,Rural,2025,Tower / Collocation,26422.47,97.63
SITE-10324,TN Border,Rural,2025,MW transport — 3rd party,18659.99,97.63
SITE-10324,TN Border,Rural,2025,Fiber backhaul circuit,13515.75,97.63
SITE-10324,TN Border,Rural,2025,Field workforce (contract),21571.82,97.63
SITE-10324,TN Border,Rural,2025,OEM RAN maint.,14018.52,97.63
SITE-10324,TN Border,Rural,2025,Power & gen fuel,5851.02,97.63
SITE-10324,TN Border,Rural,2025,Small cell attach fees,5541.37,97.63
SITE-10324,TN Border,Rural,2025,NOC / dispatch (allocated),6927.39,97.63
SITE-10324,TN Border,Rural,2025,Spares & logistics,5335.18,97.63
SITE-10325,South MS,Rural,2025,Tower / Collocation,24206.45,64.94
SITE-10325,South MS,Rural,2025,MW transport — 3rd party,16574.39,64.94
SITE-10325,South MS,Rural,2025,Fiber backhaul circuit,13413.41,64.94
SITE-10325,South MS,Rural,2025,Field workforce (contract),21357.69,64.94
SITE-10325,South MS,Rural,2025,OEM RAN maint.,12935.39,64.94
SITE-10325,South MS,Rural,2025,Power & gen fuel,6394.59,64.94
SITE-10325,South MS,Rural,2025,Small cell attach fees,4944.14,64.94
SITE-10325,South MS,Rural,2025,NOC / dispatch (allocated),7644.21,64.94
SITE-10325,South MS,Rural,2025,Spares & logistics,4993.09,64.94
SITE-10326,Rural West,Urban,2025,Tower / Collocation,20778.92,52.5
SITE-10326,Rural West,Urban,2025,MW transport — 3rd party,14973.03,52.5
SITE-10326,Rural West,Urban,2025,Fiber backhaul circuit,10412.69,52.5
SITE-10326,Rural West,Urban,2025,Field workforce (contract),14917.66,52.5
SITE-10326,Rural West,Urban,2025,OEM RAN maint.,10988.34,52.5
SITE-10326,Rural West,Urban,2025,Power & gen fuel,4918.97,52.5
SITE-10326,Rural West,Urban,2025,Small cell attach fees,4540.94,52.5
SITE-10326,Rural West,Urban,2025,NOC / dispatch (allocated),5631.15,52.5
SITE-10326,Rural West,Urban,2025,Spares & logistics,4581.96,52.5
SITE-10327,North MS,Suburban,2025,Tower / Collocation,20101.85,15.69
SITE-10327,North MS,Suburban,2025,MW transport — 3rd party,13377.23,15.69
SITE-10327,North MS,Suburban,2025,Fiber backhaul circuit,10957.95,15.69
SITE-10327,North MS,Suburban,2025,Field workforce (contract),15330.73,15.69
SITE-10327,North MS,Suburban,2025,OEM RAN maint.,11126.04,15.69
SITE-10327,North MS,Suburban,2025,Power & gen fuel,5232.23,15.69
SITE-10327,North MS,Suburban,2025,Small cell attach fees,4338.84,15.69
SITE-10327,North MS,Suburban,2025,NOC / dispatch (allocated),6368.76,15.69
SITE-10327,North MS,Suburban,2025,Spares & logistics,4563.66,15.69
SITE-10328,TN Border,Suburban,2025,Tower / Collocation,20914.86,76.94
SITE-10328,TN Border,Suburban,2025,MW transport — 3rd party,14865.12,76.94
SITE-10328,TN Border,Suburban,2025,Fiber backhaul circuit,9765.36,76.94
SITE-10328,TN Border,Suburban,2025,Field workforce (contract),15931.64,76.94
SITE-10328,TN Border,Suburban,2025,OEM RAN maint.,12268.16,76.94
SITE-10328,TN Border,Suburban,2025,Power & gen fuel,4761.34,76.94
SITE-10328,TN Border,Suburban,2025,Small cell attach fees,4478.56,76.94
SITE-10328,TN Border,Suburban,2025,NOC / dispatch (allocated),6362.2,76.94
SITE-10328,TN Border,Suburban,2025,Spares & logistics,4063.81,76.94
SITE-10329,Rural West,Suburban,2025,Tower / Collocation,22486.24,88.72
SITE-10329,Rural West,Suburban,2025,MW transport — 3rd party,13537.22,88.72
SITE-10329,Rural West,Suburban,2025,Fiber backhaul circuit,10219.0,88.72
SITE-10329,Rural West,Suburban,2025,Field workforce (contract),15785.06,88.72
SITE-10329,Rural West,Suburban,2025,OEM RAN maint.,10915.05,88.72
SITE-10329,Rural West,Suburban,2025,Power & gen fuel,4957.01,88.72
SITE-10329,Rural West,Suburban,2025,Small cell attach fees,3925.84,88.72
SITE-10329,Rural West,Suburban,2025,NOC / dispatch (allocated),5620.15,88.72
SITE-10329,Rural West,Suburban,2025,Spares & logistics,4292.38,88.72
SITE-10330,AL Panhandle,Suburban,2025,Tower / Collocation,20660.1,75.72
SITE-10330,AL Panhandle,Suburban,2025,MW transport — 3rd party,13872.57,75.72
SITE-10330,AL Panhandle,Suburban,2025,Fiber backhaul circuit,9660.35,75.72
SITE-10330,AL Panhandle,Suburban,2025,Field workforce (contract),14581.83,75.72
SITE-10330,AL Panhandle,Suburban,2025,OEM RAN maint.,11081.07,75.72
SITE-10330,AL Panhandle,Suburban,2025,Power & gen fuel,4837.42,75.72
SITE-10330,AL Panhandle,Suburban,2025,Small cell attach fees,3923.7,75.72
SITE-10330,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5623.89,75.72
SITE-10330,AL Panhandle,Suburban,2025,Spares & logistics,4362.95,75.72
SITE-10331,TN Border,Suburban,2025,Tower / Collocation,21943.17,89.4
SITE-10331,TN Border,Suburban,2025,MW transport — 3rd party,14550.29,89.4
SITE-10331,TN Border,Suburban,2025,Fiber backhaul circuit,9864.72,89.4
SITE-10331,TN Border,Suburban,2025,Field workforce (contract),15456.85,89.4
SITE-10331,TN Border,Suburban,2025,OEM RAN maint.,10622.67,89.4
SITE-10331,TN Border,Suburban,2025,Power & gen fuel,5043.6,89.4
SITE-10331,TN Border,Suburban,2025,Small cell attach fees,4175.38,89.4
SITE-10331,TN Border,Suburban,2025,NOC / dispatch (allocated),5881.28,89.4
SITE-10331,TN Border,Suburban,2025,Spares & logistics,4100.28,89.4
SITE-10332,Rural West,Suburban,2025,Tower / Collocation,21372.1,74.86
SITE-10332,Rural West,Suburban,2025,MW transport — 3rd party,14482.55,74.86
SITE-10332,Rural West,Suburban,2025,Fiber backhaul circuit,9686.32,74.86
SITE-10332,Rural West,Suburban,2025,Field workforce (contract),15845.74,74.86
SITE-10332,Rural West,Suburban,2025,OEM RAN maint.,11506.22,74.86
SITE-10332,Rural West,Suburban,2025,Power & gen fuel,4912.92,74.86
SITE-10332,Rural West,Suburban,2025,Small cell attach fees,4132.93,74.86
SITE-10332,Rural West,Suburban,2025,NOC / dispatch (allocated),6364.7,74.86
SITE-10332,Rural West,Suburban,2025,Spares & logistics,4334.57,74.86
SITE-10333,Rural West,Suburban,2025,Tower / Collocation,20654.95,62.02
SITE-10333,Rural West,Suburban,2025,MW transport — 3rd party,14325.57,62.02
SITE-10333,Rural West,Suburban,2025,Fiber backhaul circuit,10120.66,62.02
SITE-10333,Rural West,Suburban,2025,Field workforce (contract),15152.76,62.02
SITE-10333,Rural West,Suburban,2025,OEM RAN maint.,11763.23,62.02
SITE-10333,Rural West,Suburban,2025,Power & gen fuel,4724.59,62.02
SITE-10333,Rural West,Suburban,2025,Small cell attach fees,4450.62,62.02
SITE-10333,Rural West,Suburban,2025,NOC / dispatch (allocated),5743.4,62.02
SITE-10333,Rural West,Suburban,2025,Spares & logistics,4374.14,62.02
SITE-10334,AL Panhandle,Suburban,2025,Tower / Collocation,22482.47,60.91
SITE-10334,AL Panhandle,Suburban,2025,MW transport — 3rd party,14413.46,60.91
SITE-10334,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10861.26,60.91
SITE-10334,AL Panhandle,Suburban,2025,Field workforce (contract),15802.94,60.91
SITE-10334,AL Panhandle,Suburban,2025,OEM RAN maint.,10941.94,60.91
SITE-10334,AL Panhandle,Suburban,2025,Power & gen fuel,4923.18,60.91
SITE-10334,AL Panhandle,Suburban,2025,Small cell attach fees,4198.33,60.91
SITE-10334,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),5738.37,60.91
SITE-10334,AL Panhandle,Suburban,2025,Spares & logistics,4159.39,60.91
SITE-10335,TN Border,Suburban,2025,Tower / Collocation,20005.34,60.54
SITE-10335,TN Border,Suburban,2025,MW transport — 3rd party,15095.05,60.54
SITE-10335,TN Border,Suburban,2025,Fiber backhaul circuit,10367.34,60.54
SITE-10335,TN Border,Suburban,2025,Field workforce (contract),15804.89,60.54
SITE-10335,TN Border,Suburban,2025,OEM RAN maint.,10658.94,60.54
SITE-10335,TN Border,Suburban,2025,Power & gen fuel,5075.49,60.54
SITE-10335,TN Border,Suburban,2025,Small cell attach fees,3929.19,60.54
SITE-10335,TN Border,Suburban,2025,NOC / dispatch (allocated),6117.47,60.54
SITE-10335,TN Border,Suburban,2025,Spares & logistics,4143.72,60.54
SITE-10336,AL Panhandle,Rural,2025,Tower / Collocation,24394.03,79.87
SITE-10336,AL Panhandle,Rural,2025,MW transport — 3rd party,17777.64,79.87
SITE-10336,AL Panhandle,Rural,2025,Fiber backhaul circuit,12622.68,79.87
SITE-10336,AL Panhandle,Rural,2025,Field workforce (contract),20879.67,79.87
SITE-10336,AL Panhandle,Rural,2025,OEM RAN maint.,13186.9,79.87
SITE-10336,AL Panhandle,Rural,2025,Power & gen fuel,5795.87,79.87
SITE-10336,AL Panhandle,Rural,2025,Small cell attach fees,4836.78,79.87
SITE-10336,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7785.69,79.87
SITE-10336,AL Panhandle,Rural,2025,Spares & logistics,5077.74,79.87
SITE-10337,South MS,Urban,2025,Tower / Collocation,19335.43,90.9
SITE-10337,South MS,Urban,2025,MW transport — 3rd party,14206.74,90.9
SITE-10337,South MS,Urban,2025,Fiber backhaul circuit,10836.39,90.9
SITE-10337,South MS,Urban,2025,Field workforce (contract),16314.94,90.9
SITE-10337,South MS,Urban,2025,OEM RAN maint.,11813.12,90.9
SITE-10337,South MS,Urban,2025,Power & gen fuel,5070.32,90.9
SITE-10337,South MS,Urban,2025,Small cell attach fees,4572.62,90.9
SITE-10337,South MS,Urban,2025,NOC / dispatch (allocated),5511.43,90.9
SITE-10337,South MS,Urban,2025,Spares & logistics,4581.09,90.9
SITE-10338,Rural West,Rural,2025,Tower / Collocation,23927.34,42.23
SITE-10338,Rural West,Rural,2025,MW transport — 3rd party,17898.21,42.23
SITE-10338,Rural West,Rural,2025,Fiber backhaul circuit,12721.8,42.23
SITE-10338,Rural West,Rural,2025,Field workforce (contract),21400.03,42.23
SITE-10338,Rural West,Rural,2025,OEM RAN maint.,14783.69,42.23
SITE-10338,Rural West,Rural,2025,Power & gen fuel,6298.74,42.23
SITE-10338,Rural West,Rural,2025,Small cell attach fees,4994.32,42.23
SITE-10338,Rural West,Rural,2025,NOC / dispatch (allocated),7094.72,42.23
SITE-10338,Rural West,Rural,2025,Spares & logistics,4848.0,42.23
SITE-10339,Rural West,Urban,2025,Tower / Collocation,21983.8,20.47
SITE-10339,Rural West,Urban,2025,MW transport — 3rd party,14866.08,20.47
SITE-10339,Rural West,Urban,2025,Fiber backhaul circuit,10522.84,20.47
SITE-10339,Rural West,Urban,2025,Field workforce (contract),14992.45,20.47
SITE-10339,Rural West,Urban,2025,OEM RAN maint.,11731.98,20.47
SITE-10339,Rural West,Urban,2025,Power & gen fuel,5355.33,20.47
SITE-10339,Rural West,Urban,2025,Small cell attach fees,4509.24,20.47
SITE-10339,Rural West,Urban,2025,NOC / dispatch (allocated),5994.76,20.47
SITE-10339,Rural West,Urban,2025,Spares & logistics,4467.52,20.47
SITE-10340,North MS,Suburban,2025,Tower / Collocation,20563.23,83.29
SITE-10340,North MS,Suburban,2025,MW transport — 3rd party,14154.52,83.29
SITE-10340,North MS,Suburban,2025,Fiber backhaul circuit,10145.13,83.29
SITE-10340,North MS,Suburban,2025,Field workforce (contract),15345.78,83.29
SITE-10340,North MS,Suburban,2025,OEM RAN maint.,11505.98,83.29
SITE-10340,North MS,Suburban,2025,Power & gen fuel,5230.94,83.29
SITE-10340,North MS,Suburban,2025,Small cell attach fees,4202.74,83.29
SITE-10340,North MS,Suburban,2025,NOC / dispatch (allocated),5681.38,83.29
SITE-10340,North MS,Suburban,2025,Spares & logistics,4499.45,83.29
SITE-10341,AL Panhandle,Suburban,2025,Tower / Collocation,19963.33,88.3
SITE-10341,AL Panhandle,Suburban,2025,MW transport — 3rd party,14532.56,88.3
SITE-10341,AL Panhandle,Suburban,2025,Fiber backhaul circuit,10533.35,88.3
SITE-10341,AL Panhandle,Suburban,2025,Field workforce (contract),16104.53,88.3
SITE-10341,AL Panhandle,Suburban,2025,OEM RAN maint.,10763.88,88.3
SITE-10341,AL Panhandle,Suburban,2025,Power & gen fuel,5434.51,88.3
SITE-10341,AL Panhandle,Suburban,2025,Small cell attach fees,4271.37,88.3
SITE-10341,AL Panhandle,Suburban,2025,NOC / dispatch (allocated),6031.98,88.3
SITE-10341,AL Panhandle,Suburban,2025,Spares & logistics,4256.91,88.3
SITE-10342,TN Border,Urban,2025,Tower / Collocation,20416.84,30.93
SITE-10342,TN Border,Urban,2025,MW transport — 3rd party,14737.63,30.93
SITE-10342,TN Border,Urban,2025,Fiber backhaul circuit,10468.14,30.93
SITE-10342,TN Border,Urban,2025,Field workforce (contract),14304.2,30.93
SITE-10342,TN Border,Urban,2025,OEM RAN maint.,10643.59,30.93
SITE-10342,TN Border,Urban,2025,Power & gen fuel,4843.5,30.93
SITE-10342,TN Border,Urban,2025,Small cell attach fees,4039.8,30.93
SITE-10342,TN Border,Urban,2025,NOC / dispatch (allocated),6053.1,30.93
SITE-10342,TN Border,Urban,2025,Spares & logistics,4030.91,30.93
SITE-10343,AL Panhandle,Rural,2025,Tower / Collocation,23718.92,36.75
SITE-10343,AL Panhandle,Rural,2025,MW transport — 3rd party,18491.06,36.75
SITE-10343,AL Panhandle,Rural,2025,Fiber backhaul circuit,12274.05,36.75
SITE-10343,AL Panhandle,Rural,2025,Field workforce (contract),21066.59,36.75
SITE-10343,AL Panhandle,Rural,2025,OEM RAN maint.,14859.9,36.75
SITE-10343,AL Panhandle,Rural,2025,Power & gen fuel,6619.39,36.75
SITE-10343,AL Panhandle,Rural,2025,Small cell attach fees,5327.09,36.75
SITE-10343,AL Panhandle,Rural,2025,NOC / dispatch (allocated),6712.73,36.75
SITE-10343,AL Panhandle,Rural,2025,Spares & logistics,5226.91,36.75
SITE-10344,North MS,Rural,2025,Tower / Collocation,24956.76,24.11
SITE-10344,North MS,Rural,2025,MW transport — 3rd party,16927.63,24.11
SITE-10344,North MS,Rural,2025,Fiber backhaul circuit,11937.82,24.11
SITE-10344,North MS,Rural,2025,Field workforce (contract),21985.53,24.11
SITE-10344,North MS,Rural,2025,OEM RAN maint.,13342.29,24.11
SITE-10344,North MS,Rural,2025,Power & gen fuel,6026.6,24.11
SITE-10344,North MS,Rural,2025,Small cell attach fees,4812.46,24.11
SITE-10344,North MS,Rural,2025,NOC / dispatch (allocated),7207.66,24.11
SITE-10344,North MS,Rural,2025,Spares & logistics,4868.33,24.11
SITE-10345,Rural West,Suburban,2025,Tower / Collocation,22464.87,20.47
SITE-10345,Rural West,Suburban,2025,MW transport — 3rd party,13576.61,20.47
SITE-10345,Rural West,Suburban,2025,Fiber backhaul circuit,10508.67,20.47
SITE-10345,Rural West,Suburban,2025,Field workforce (contract),14558.21,20.47
SITE-10345,Rural West,Suburban,2025,OEM RAN maint.,10649.66,20.47
SITE-10345,Rural West,Suburban,2025,Power & gen fuel,4857.08,20.47
SITE-10345,Rural West,Suburban,2025,Small cell attach fees,3947.25,20.47
SITE-10345,Rural West,Suburban,2025,NOC / dispatch (allocated),5606.71,20.47
SITE-10345,Rural West,Suburban,2025,Spares & logistics,4245.57,20.47
SITE-10346,South MS,Suburban,2025,Tower / Collocation,21216.26,46.37
SITE-10346,South MS,Suburban,2025,MW transport — 3rd party,13782.14,46.37
SITE-10346,South MS,Suburban,2025,Fiber backhaul circuit,10257.66,46.37
SITE-10346,South MS,Suburban,2025,Field workforce (contract),14251.85,46.37
SITE-10346,South MS,Suburban,2025,OEM RAN maint.,10912.44,46.37
SITE-10346,South MS,Suburban,2025,Power & gen fuel,5072.87,46.37
SITE-10346,South MS,Suburban,2025,Small cell attach fees,4583.5,46.37
SITE-10346,South MS,Suburban,2025,NOC / dispatch (allocated),6422.44,46.37
SITE-10346,South MS,Suburban,2025,Spares & logistics,4576.14,46.37
SITE-10347,North MS,Suburban,2025,Tower / Collocation,20352.79,15.02
SITE-10347,North MS,Suburban,2025,MW transport — 3rd party,13790.18,15.02
SITE-10347,North MS,Suburban,2025,Fiber backhaul circuit,9657.91,15.02
SITE-10347,North MS,Suburban,2025,Field workforce (contract),14309.13,15.02
SITE-10347,North MS,Suburban,2025,OEM RAN maint.,11338.44,15.02
SITE-10347,North MS,Suburban,2025,Power & gen fuel,4969.16,15.02
SITE-10347,North MS,Suburban,2025,Small cell attach fees,4032.64,15.02
SITE-10347,North MS,Suburban,2025,NOC / dispatch (allocated),6155.73,15.02
SITE-10347,North MS,Suburban,2025,Spares & logistics,4152.84,15.02
SITE-10348,AL Panhandle,Rural,2025,Tower / Collocation,24096.59,76.78
SITE-10348,AL Panhandle,Rural,2025,MW transport — 3rd party,17429.32,76.78
SITE-10348,AL Panhandle,Rural,2025,Fiber backhaul circuit,11983.99,76.78
SITE-10348,AL Panhandle,Rural,2025,Field workforce (contract),20166.52,76.78
SITE-10348,AL Panhandle,Rural,2025,OEM RAN maint.,14091.76,76.78
SITE-10348,AL Panhandle,Rural,2025,Power & gen fuel,5946.43,76.78
SITE-10348,AL Panhandle,Rural,2025,Small cell attach fees,4880.03,76.78
SITE-10348,AL Panhandle,Rural,2025,NOC / dispatch (allocated),7705.78,76.78
SITE-10348,AL Panhandle,Rural,2025,Spares & logistics,4773.43,76.78
SITE-10349,South MS,Suburban,2025,Tower / Collocation,20108.28,55.7
SITE-10349,South MS,Suburban,2025,MW transport — 3rd party,14285.47,55.7
